"approved_symbol"	"previous_symbols"	"alias_symbols"	"LNCipedia"	"all"
"GADD45GIP1"	""	"PLINP-1, MGC4667, MGC4758, CKBBP2, PRG6, Plinp1, CRIF1, CKbetaBP2"	""	"GADD45GIP1,,PLINP-1, MGC4667, MGC4758, CKBBP2, PRG6, Plinp1, CRIF1, CKbetaBP2,"
"GAL3ST4"	""	"FLJ12116"	""	"GAL3ST4,,FLJ12116,"
"GALK1"	"GALK"	""	""	"GALK1,GALK,,"
"GALNT2"	""	"GalNAc-T2"	""	"GALNT2,,GalNAc-T2,"
"GALR2"	""	"GALNR2"	""	"GALR2,,GALNR2,"
"GAPDH"	"GAPD"	""	""	"GAPDH,GAPD,,"
"GAPDHS"	"GAPDS"	"GAPDH-2, GAPD2"	""	"GAPDHS,GAPDS,GAPDH-2, GAPD2,"
"GAPLINC"	"LINC01540"	"TCONS_00026238, lncRNA-uc002kmd.1, RP11-838N2.4"	"GAPLINC"	"GAPLINC,LINC01540,TCONS_00026238, lncRNA-uc002kmd.1, RP11-838N2.4,GAPLINC"
"GARIN4"	"FAM71A"	"FLJ32796, GARI-L4"	""	"GARIN4,FAM71A,FLJ32796, GARI-L4,"
"GARRE1"	"KIAA0355"	""	""	"GARRE1,KIAA0355,,"
"GAS5"	""	"SNHG2, NCRNA00030"	"GAS5"	"GAS5,,SNHG2, NCRNA00030,GAS5"
"GAS5-AS1"	""	""	"GAS5-AS1"	"GAS5-AS1,,,GAS5-AS1"
"GATA4"	""	""	""	"GATA4,,,"
"GATA5"	""	"bB379O24.1, GATAS"	""	"GATA5,,bB379O24.1, GATAS,"
"GATAD2A"	""	"p66alpha"	""	"GATAD2A,,p66alpha,"
"GATAD2B"	""	"P66beta"	""	"GATAD2B,,P66beta,"
"GBA"	"GLUC"	"GBA1"	""	"GBA,GLUC,GBA1,"
"GBAP1"	"GBAP"	""	""	"GBAP1,GBAP,,"
"GCDH"	""	"ACAD5, GCD"	""	"GCDH,,ACAD5, GCD,"
"GCGR"	""	"GGR"	""	"GCGR,,GGR,"
"GCKR"	""	""	""	"GCKR,,,"
"GCNT7"	"C20orf105"	"dJ1153D9.2"	""	"GCNT7,C20orf105,dJ1153D9.2,"
"GCSAML"	"C1orf150"	"FLJ44728"	""	"GCSAML,C1orf150,FLJ44728,"
"GCSAML-AS1"	""	""	"GCSAML-AS1"	"GCSAML-AS1,,,GCSAML-AS1"
"GDAP1"	"CMT4A"	"CMT4, CMT2K"	""	"GDAP1,CMT4A,CMT4, CMT2K,"
"GDAP1L1"	""	""	""	"GDAP1L1,,,"
"GDF1"	""	""	""	"GDF1,,,"
"GDF5-AS1"	"GDF5OS"	""	""	"GDF5-AS1,GDF5OS,,"
"GDF6"	"SGM1"	"BMP13, KFS, KFS1"	""	"GDF6,SGM1,BMP13, KFS, KFS1,"
"GDF15"	""	"PLAB, MIC-1, PDF, MIC1, NAG-1, PTGFB"	""	"GDF15,,PLAB, MIC-1, PDF, MIC1, NAG-1, PTGFB,"
"GDNF"	""	"ATF1, ATF2, HFB1-GDNF"	""	"GDNF,,ATF1, ATF2, HFB1-GDNF,"
"GDNF-AS1"	""	"GDNFOS"	"GDNF-AS1"	"GDNF-AS1,,GDNFOS,GDNF-AS1"
"GEM"	""	"KIR"	""	"GEM,,KIR,"
"GEMIN7"	""	"FLJ13956"	""	"GEMIN7,,FLJ13956,"
"GET3"	"ASNA1"	"ARSA-I, TRC40"	""	"GET3,ASNA1,ARSA-I, TRC40,"
"GFM1"	""	"EFGM, GFM, EGF1, mtEF-G1"	""	"GFM1,,EFGM, GFM, EGF1, mtEF-G1,"
"GFRA2"	""	"RETL2, GDNFRB, NTNRA, TRNR2"	""	"GFRA2,,RETL2, GDNFRB, NTNRA, TRNR2,"
"GFUS"	"TSTA3"	"FX, P35B, SDR4E1"	""	"GFUS,TSTA3,FX, P35B, SDR4E1,"
"GGA3"	""	"KIAA0154"	""	"GGA3,,KIAA0154,"
"GGH"	""	"GATD10"	""	"GGH,,GATD10,"
"GGN"	""	"FLJ35713, MGC33369"	""	"GGN,,FLJ35713, MGC33369,"
"GGPS1"	""	"GGPPS1"	""	"GGPS1,,GGPPS1,"
"GHR"	""	"GHBP"	""	"GHR,,GHBP,"
"GHRH"	"GHRF"	""	""	"GHRH,GHRF,,"
"GHSR"	""	""	""	"GHSR,,,"
"GID8"	"C20orf11"	"FLJ20602, bA305P22.1, TWA1"	""	"GID8,C20orf11,FLJ20602, bA305P22.1, TWA1,"
"GINS4"	""	"MGC14799, SLD5"	""	"GINS4,,MGC14799, SLD5,"
"GIPC1"	"C19orf3, RGS19IP1"	"TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP"	""	"GIPC1,C19orf3, RGS19IP1,TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP,"
"GIPR"	""	""	""	"GIPR,,,"
"GJA3"	"CZP3"	"CX46"	""	"GJA3,CZP3,CX46,"
"GJA5"	""	"CX40"	""	"GJA5,,CX40,"
"GJA8"	"CAE1, CZP1, CAE"	"CX50"	""	"GJA8,CAE1, CZP1, CAE,CX50,"
"GJA9"	"GJA10"	"CX59, CX58"	""	"GJA9,GJA10,CX59, CX58,"
"GJB2"	"DFNB1, DFNA3"	"CX26, NSRD1"	""	"GJB2,DFNB1, DFNA3,CX26, NSRD1,"
"GJB6"	"DFNA3, ED2"	"EDH, HED, CX30"	""	"GJB6,DFNA3, ED2,EDH, HED, CX30,"
"GJC2"	"GJA12"	"CX47, CX46.6, SPG44"	""	"GJC2,GJA12,CX47, CX46.6, SPG44,"
"GJC3"	"GJE1"	"CX30.2"	""	"GJC3,GJE1,CX30.2,"
"GJD2"	"GJA9"	"CX36"	""	"GJD2,GJA9,CX36,"
"GK5"	""	"MGC40579"	""	"GK5,,MGC40579,"
"GLI4"	""	"HKR4, ZNF928"	""	"GLI4,,HKR4, ZNF928,"
"GLIS3"	"ZNF515"	"MGC33662"	""	"GLIS3,ZNF515,MGC33662,"
"GLIS3-AS1"	"C9orf70"	"MGC16153"	"GLIS3-AS1"	"GLIS3-AS1,C9orf70,MGC16153,GLIS3-AS1"
"GLMP"	"C1orf85"	"MGC31963, NCU-G1"	""	"GLMP,C1orf85,MGC31963, NCU-G1,"
"GLRX2"	""	"GRX2, bA101E13.1"	""	"GLRX2,,GRX2, bA101E13.1,"
"GLUL"	"GLNS"	""	""	"GLUL,GLNS,,"
"GMEB2"	""	"P79PIF, KIAA1269, PIF79"	""	"GMEB2,,P79PIF, KIAA1269, PIF79,"
"GMFG"	""	""	""	"GMFG,,,"
"GMIP"	""	"ARHGAP46"	""	"GMIP,,ARHGAP46,"
"GML"	""	"LY6DL"	""	"GML,,LY6DL,"
"GMNC"	""	"GEMC1"	""	"GMNC,,GEMC1,"
"GMNN"	""	"Gem"	""	"GMNN,,Gem,"
"GMPS"	""	"GATD7"	""	"GMPS,,GATD7,"
"GNAS"	"GNAS1"	"NESP55, NESP, GNASXL, GPSA, SCG6, SgVI"	""	"GNAS,GNAS1,NESP55, NESP, GNASXL, GPSA, SCG6, SgVI,"
"GNAS-AS1"	"GNASAS, GNAS-AS"	"SANG, NESP-AS, NESPAS, GNAS1AS, NCRNA00075"	"GNAS-AS1"	"GNAS-AS1,GNASAS, GNAS-AS,SANG, NESP-AS, NESPAS, GNAS1AS, NCRNA00075,GNAS-AS1"
"GNB3"	""	""	""	"GNB3,,,"
"GNB4"	""	""	""	"GNB4,,,"
"GNG4"	""	""	""	"GNG4,,,"
"GNPAT"	""	"DHAPAT, DAPAT, DAP-AT"	""	"GNPAT,,DHAPAT, DAPAT, DAP-AT,"
"GNRH1"	"GRH, GNRH, LHRH"	""	""	"GNRH1,GRH, GNRH, LHRH,,"
"GNRHR2"	""	""	""	"GNRHR2,,,"
"GOLGA6L1"	""	""	""	"GOLGA6L1,,,"
"GOLGA6L6"	""	"FLJ36131"	""	"GOLGA6L6,,FLJ36131,"
"GOLGA6L22"	""	""	""	"GOLGA6L22,,,"
"GOLGA7"	""	"GCP16, HSPC041, GOLGA3AP1, GOLGA7A"	""	"GOLGA7,,GCP16, HSPC041, GOLGA3AP1, GOLGA7A,"
"GOLGA8CP"	"GOLGA8C"	""	""	"GOLGA8CP,GOLGA8C,,"
"GOLGA8DP"	"GOLGA8D"	""	""	"GOLGA8DP,GOLGA8D,,"
"GOLGA8EP"	"GOLGA8E"	""	""	"GOLGA8EP,GOLGA8E,,"
"GOLGA8IP"	"GOLGA9P, GOLGA8I"	"FLJ35785"	""	"GOLGA8IP,GOLGA9P, GOLGA8I,FLJ35785,"
"GOLGA8S"	""	""	""	"GOLGA8S,,,"
"GOLIM4"	"GOLPH4"	"GPP130, GIMPC, P138"	""	"GOLIM4,GOLPH4,GPP130, GIMPC, P138,"
"GOLPH3"	""	"GPP34, GOPP1, MIDAS, Vps74"	""	"GOLPH3,,GPP34, GOPP1, MIDAS, Vps74,"
"GOLPH3L"	""	"GPP34R"	""	"GOLPH3L,,GPP34R,"
"GOLT1A"	""	"FLJ42654, CGI-141, YMR292W, GOT1, MGC62027"	""	"GOLT1A,,FLJ42654, CGI-141, YMR292W, GOT1, MGC62027,"
"GON4L"	"GON4"	"FLJ20203, GON-4, YARP"	""	"GON4L,GON4,FLJ20203, GON-4, YARP,"
"GORAB"	"SCYL1BP1"	"FLJ11752, NTKL-BP1, GO"	""	"GORAB,SCYL1BP1,FLJ11752, NTKL-BP1, GO,"
"GOT1L1"	""	"MGC33309"	""	"GOT1L1,,MGC33309,"
"GP5"	""	"CD42d"	""	"GP5,,CD42d,"
"GPA33"	""	"A33"	""	"GPA33,,A33,"
"GPAA1"	""	"GAA1, hGAA1"	""	"GPAA1,,GAA1, hGAA1,"
"GPAT4"	"AGPAT6"	"DKFZp586M1819, LPAAT-zeta, TSARG7"	""	"GPAT4,AGPAT6,DKFZp586M1819, LPAAT-zeta, TSARG7,"
"GPATCH1"	"GPATC1"	"ECGP, FLJ10206, FLJ38686"	""	"GPATCH1,GPATC1,ECGP, FLJ10206, FLJ38686,"
"GPATCH2"	"GPATC2"	"FLJ10252, CT110, PPP1R30, Pfa1"	""	"GPATCH2,GPATC2,FLJ10252, CT110, PPP1R30, Pfa1,"
"GPATCH4"	"GPATC4"	"FLJ20249, DKFZP434F1735"	""	"GPATCH4,GPATC4,FLJ20249, DKFZP434F1735,"
"GPC2"	""	"cerebroglycan, FLJ38962, DKFZp547M109"	""	"GPC2,,cerebroglycan, FLJ38962, DKFZp547M109,"
"GPHA2"	""	"GPA2, ZSIG51, A2, MGC126572"	""	"GPHA2,,GPA2, ZSIG51, A2, MGC126572,"
"GPI"	""	"AMF, NLK"	""	"GPI,,AMF, NLK,"
"GPIHBP1"	""	"LOC338328, GPI-HBP1"	""	"GPIHBP1,,LOC338328, GPI-HBP1,"
"GPN1"	"XAB1"	"NTPBP, MBDIN, ATPBD1A, RPAP4"	""	"GPN1,XAB1,NTPBP, MBDIN, ATPBD1A, RPAP4,"
"GPNMB"	""	"NMB, HGFIN"	""	"GPNMB,,NMB, HGFIN,"
"GPR4"	""	""	""	"GPR4,,,"
"GPR20"	""	""	""	"GPR20,,,"
"GPR25"	""	""	""	"GPR25,,,"
"GPR37L1"	""	"ETBR-LP-2"	""	"GPR37L1,,ETBR-LP-2,"
"GPR42"	"GPR42P"	"GPR41L, FFAR3L"	""	"GPR42,GPR42P,GPR41L, FFAR3L,"
"GPR52"	""	""	""	"GPR52,,,"
"GPR87"	"GPR95"	""	""	"GPR87,GPR95,,"
"GPR89A"	""	"UNQ192"	""	"GPR89A,,UNQ192,"
"GPR89B"	"GPR89, GPR89C"	"SH120"	""	"GPR89B,GPR89, GPR89C,SH120,"
"GPR137"	""	"C11orf4, GPR137A, TM7SF1L1"	""	"GPR137,,C11orf4, GPR137A, TM7SF1L1,"
"GPR137B"	"TM7SF1"	""	""	"GPR137B,TM7SF1,,"
"GPR142"	""	"PGR2"	""	"GPR142,,PGR2,"
"GPR149"	""	"PGR10, IEDA, R35"	""	"GPR149,,PGR10, IEDA, R35,"
"GPR152"	""	"PGR5"	""	"GPR152,,PGR5,"
"GPR160"	""	"GPCR150, GPCR1"	""	"GPR160,,GPCR150, GPCR1,"
"GPR161"	""	"RE2"	""	"GPR161,,RE2,"
"GPR162"	""	"A-2, GRCA"	""	"GPR162,,A-2, GRCA,"
"GPR171"	""	"H963"	""	"GPR171,,H963,"
"GPRC5C"	""	"RAIG-3"	""	"GPRC5C,,RAIG-3,"
"GPS1"	""	"COPS1, CSN1"	""	"GPS1,,COPS1, CSN1,"
"GPT"	""	"ALT1, GPT1"	""	"GPT,,ALT1, GPT1,"
"GRAMD1A"	"KIAA1533"	"FLJ90346"	""	"GRAMD1A,KIAA1533,FLJ90346,"
"GRB2"	""	"NCKAP2"	""	"GRB2,,NCKAP2,"
"GRB7"	""	""	""	"GRB7,,,"
"GREB1"	""	"KIAA0575"	""	"GREB1,,KIAA0575,"
"GREM2"	""	"Prdc, FLJ21195, CKTSF1B2, DAND3"	""	"GREM2,,Prdc, FLJ21195, CKTSF1B2, DAND3,"
"GRHL1"	"TFCP2L2"	"LBP-32, MGR"	""	"GRHL1,TFCP2L2,LBP-32, MGR,"
"GRHL2"	"DFNA28, TFCP2L3"	"FLJ13782, BOM"	""	"GRHL2,DFNA28, TFCP2L3,FLJ13782, BOM,"
"GRINA"	"NMDARA1"	"HNRGW, TMBIM3, LFG1"	""	"GRINA,NMDARA1,HNRGW, TMBIM3, LFG1,"
"GRIPAP1"	""	"GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630"	""	"GRIPAP1,,GRASP-1, GRASP1, KIAA1167, MPMGp800B12492Q3, DKFZp434P0630,"
"GRK2"	"ADRBK1"	"BARK1"	""	"GRK2,ADRBK1,BARK1,"
"GRK7"	"GPRK7"	""	""	"GRK7,GPRK7,,"
"G0S2"	""	""	""	"G0S2,,,"
"GSDMA"	"GSDM, GSDM1"	"FLJ39120"	""	"GSDMA,GSDM, GSDM1,FLJ39120,"
"GSDMB"	"GSDML"	"PRO2521"	""	"GSDMB,GSDML,PRO2521,"
"GSDMC"	"MLZE"	""	""	"GSDMC,MLZE,,"
"GSDMD"	"GSDMDC1"	"FLJ12150, DF5L"	""	"GSDMD,GSDMDC1,FLJ12150, DF5L,"
"GSR"	""	""	""	"GSR,,,"
"GSTP1"	"FAEES3, GST3"	"GSTP"	""	"GSTP1,FAEES3, GST3,GSTP,"
"GTF2E2"	""	"TFIIE-B, FE, TF2E2"	""	"GTF2E2,,TFIIE-B, FE, TF2E2,"
"GTF3C2"	""	"KIAA0011, TFIIIC110"	""	"GTF3C2,,KIAA0011, TFIIIC110,"
"GTPBP3"	""	"MSS1, THDF1, GTPBG3, MTGP1, FLJ14700"	""	"GTPBP3,,MSS1, THDF1, GTPBG3, MTGP1, FLJ14700,"
"GTSF1L"	"C20orf65, FAM112A"	"dJ1028D15.4"	""	"GTSF1L,C20orf65, FAM112A,dJ1028D15.4,"
"GUCY2C"	"GUC2C"	"STAR"	""	"GUCY2C,GUC2C,STAR,"
"GUK1"	""	""	""	"GUK1,,,"
"GUSBP1"	""	""	""	"GUSBP1,,,"
"GUSBP11"	""	""	""	"GUSBP11,,,"
"GVQW3"	""	""	""	"GVQW3,,,"
"GYG1"	"GYG"	""	""	"GYG1,GYG,,"
"H1-8"	"H1FOO"	""	""	"H1-8,H1FOO,,"
"H1-10"	"H1FX"	"MGC15959, MGC8350, H1X"	""	"H1-10,H1FX,MGC15959, MGC8350, H1X,"
"H1-10-AS1"	"C3orf47, H1FX-AS1"	"FLJ34151"	"H1FX-AS1"	"H1-10-AS1,C3orf47, H1FX-AS1,FLJ34151,H1FX-AS1"
"H2AC18"	"H2AFO, HIST2H2AA, HIST2H2AA3"	"H2A.2, H2A/q"	""	"H2AC18,H2AFO, HIST2H2AA, HIST2H2AA3,H2A.2, H2A/q,"
"H2AC19"	"HIST2H2AA4"	"H2A/r"	""	"H2AC19,HIST2H2AA4,H2A/r,"
"H2AC20"	"H2A, H2AFQ, HIST2H2AC"	"H2A/q"	""	"H2AC20,H2A, H2AFQ, HIST2H2AC,H2A/q,"
"H2AC21"	"HIST2H2AB"	""	""	"H2AC21,HIST2H2AB,,"
"H2AW"	"HIST3H2A"	"MGC3165"	""	"H2AW,HIST3H2A,MGC3165,"
"H2BC18"	"HIST2H2BF"	""	""	"H2BC18,HIST2H2BF,,"
"H2BC20P"	"HIST2H2BC"	"H2B/t, LETN"	""	"H2BC20P,HIST2H2BC,H2B/t, LETN,"
"H2BC21"	"H2B, H2BFQ, HIST2H2BE"	"H2B/q, H2B.1, H2BE, H2B-GL105"	""	"H2BC21,H2B, H2BFQ, HIST2H2BE,H2B/q, H2B.1, H2BE, H2B-GL105,"
"H2BP1"	"HIST2H2BA"	""	""	"H2BP1,HIST2H2BA,,"
"H2BU1"	"HIST3H2BB"	""	""	"H2BU1,HIST3H2BB,,"
"H3-3A"	"H3F3, H3F3A"	"H3.3A"	""	"H3-3A,H3F3, H3F3A,H3.3A,"
"H3-3B"	"H3F3B"	"H3.3B"	""	"H3-3B,H3F3B,H3.3B,"
"H3-4"	"H3FT, HIST3H3"	"H3t, H3/g, H3.4"	""	"H3-4,H3FT, HIST3H3,H3t, H3/g, H3.4,"
"H3C13"	"HIST2H3D"	""	""	"H3C13,HIST2H3D,,"
"H3C14"	"H3F2, H3FM, HIST2H3C"	"MGC9629, H3/m, H3, H3.2, H3/M"	""	"H3C14,H3F2, H3FM, HIST2H3C,MGC9629, H3/m, H3, H3.2, H3/M,"
"H3C15"	"HIST2H3A"	"H3/n, H3/o"	""	"H3C15,HIST2H3A,H3/n, H3/o,"
"H3P6"	"H3F3AP4"	"p13"	""	"H3P6,H3F3AP4,p13,"
"H4C14"	"H4F2, H4FN, HIST2H4, H4/n, HIST2H4A"	""	""	"H4C14,H4F2, H4FN, HIST2H4, H4/n, HIST2H4A,,"
"H4C15"	"HIST2H4B"	"H4/o"	""	"H4C15,HIST2H4B,H4/o,"
"HAMP"	""	"LEAP-1, HEPC, HFE2B, LEAP1"	""	"HAMP,,LEAP-1, HEPC, HFE2B, LEAP1,"
"HAPLN2"	""	"BRAL1"	""	"HAPLN2,,BRAL1,"
"HAPLN4"	""	"BRAL2, KIAA1926"	""	"HAPLN4,,BRAL2, KIAA1926,"
"HAR1A"	""	"HAR1F, NCRNA00064, LINC00064"	"HAR1A"	"HAR1A,,HAR1F, NCRNA00064, LINC00064,HAR1A"
"HAR1B"	""	"HAR1R, NCRNA00065, LINC00065"	"HAR1B"	"HAR1B,,HAR1R, NCRNA00065, LINC00065,HAR1B"
"HAS2"	""	""	""	"HAS2,,,"
"HAS2-AS1"	"HAS2AS, HAS2-AS"	"HASNT, NCRNA00077"	"HAS2-AS1"	"HAS2-AS1,HAS2AS, HAS2-AS,HASNT, NCRNA00077,HAS2-AS1"
"HAUS5"	"KIAA0841"	"dgt5"	""	"HAUS5,KIAA0841,dgt5,"
"HAUS8"	"HICE1"	"MGC20533, NY-SAR-48"	""	"HAUS8,HICE1,MGC20533, NY-SAR-48,"
"HAVCR1P1"	""	""	""	"HAVCR1P1,,,"
"HAX1"	""	"HS1BP1, HCLSBP1, HAX-1"	""	"HAX1,,HS1BP1, HCLSBP1, HAX-1,"
"HCK"	""	"JTK9"	""	"HCK,,JTK9,"
"HCN3"	""	"KIAA1535"	""	"HCN3,,KIAA1535,"
"HCRT"	""	"PPOX, OX"	""	"HCRT,,PPOX, OX,"
"HCST"	"PIK3AP"	"DAP10, DKFZP586C1522, KAP10"	""	"HCST,PIK3AP,DAP10, DKFZP586C1522, KAP10,"
"HDAC1P2"	""	""	""	"HDAC1P2,,,"
"HDAC7"	"HDAC7A"	"DKFZP586J0917"	""	"HDAC7,HDAC7A,DKFZP586J0917,"
"HDAC10"	""	"DKFZP761B039"	""	"HDAC10,,DKFZP761B039,"
"HDAC11"	""	""	""	"HDAC11,,,"
"HDGF"	""	"HMG1L2"	""	"HDGF,,HMG1L2,"
"HEATR1"	""	"FLJ10359, BAP28, UTP10"	""	"HEATR1,,FLJ10359, BAP28, UTP10,"
"HEATR6"	""	"ABC1, FLJ22087"	""	"HEATR6,,ABC1, FLJ22087,"
"HELB"	""	""	""	"HELB,,,"
"HELZ"	""	"KIAA0054, HUMORF5, DHRC"	""	"HELZ,,KIAA0054, HUMORF5, DHRC,"
"HELZ2"	""	"PDIP1, PRIC285, KIAA1769"	""	"HELZ2,,PDIP1, PRIC285, KIAA1769,"
"HERC2P2"	""	"D15F37S3"	""	"HERC2P2,,D15F37S3,"
"HERC2P3"	""	"D15F37S4, LOC283755"	""	"HERC2P3,,D15F37S4, LOC283755,"
"HERC2P7"	""	""	""	"HERC2P7,,,"
"HES1"	"HRY"	"FLJ20408, HES-1, bHLHb39"	""	"HES1,HRY,FLJ20408, HES-1, bHLHb39,"
"HEY1"	""	"HESR-1, CHF2, HESR1, HRT-1, CHF-2, HERP2, bHLHb31"	""	"HEY1,,HESR-1, CHF2, HESR1, HRT-1, CHF-2, HERP2, bHLHb31,"
"HEYL"	""	"bHLHb33, HEY3, HESR3"	""	"HEYL,,bHLHb33, HEY3, HESR3,"
"HGH1"	"C8orf30A, FAM203B, C8orf30B, FAM203A"	"FLJ40907, LOC51236, Brp16"	""	"HGH1,C8orf30A, FAM203B, C8orf30B, FAM203A,FLJ40907, LOC51236, Brp16,"
"HGS"	""	"Hrs, ZFYVE8, Vps27"	""	"HGS,,Hrs, ZFYVE8, Vps27,"
"HGSNAT"	"TMEM76"	"FLJ32731, HGNAT"	""	"HGSNAT,TMEM76,FLJ32731, HGNAT,"
"HHAT"	""	"FLJ10724, MART-2, MART2, Skn, ski, rasp, sit, GUP2"	""	"HHAT,,FLJ10724, MART-2, MART2, Skn, ski, rasp, sit, GUP2,"
"HHIPL2"	"KIAA1822L"	"FLJ13840"	""	"HHIPL2,KIAA1822L,FLJ13840,"
"HHLA1"	"PLA2L"	""	""	"HHLA1,PLA2L,,"
"HIPK4"	""	"FLJ32818"	""	"HIPK4,,FLJ32818,"
"HIVEP3"	""	"KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C"	""	"HIVEP3,,KRC, KBP1, KBP-1, SHN3, FLJ16752, KIAA1555, ZAS3, Schnurri-3, ZNF40C,"
"HJV"	"HFE2"	"JH, HFE2A, RGMC, hemojuvelin, haemojuvelin"	""	"HJV,HFE2,JH, HFE2A, RGMC, hemojuvelin, haemojuvelin,"
"HLTF"	"SNF2L3, SMARCA3"	"HIP116A, HLTF1, RNF80"	""	"HLTF,SNF2L3, SMARCA3,HIP116A, HLTF1, RNF80,"
"HLTF-AS1"	""	""	"HLTF-AS1"	"HLTF-AS1,,,HLTF-AS1"
"HLX"	"HLX1"	"HB24"	""	"HLX,HLX1,HB24,"
"HM13"	""	"H13, dJ324O17.1, SPP, PSL3, IMP1, IMPAS, PSENL3, SPPL1"	""	"HM13,,H13, dJ324O17.1, SPP, PSL3, IMP1, IMPAS, PSENL3, SPPL1,"
"HM13-AS1"	""	""	"HM13-AS1"	"HM13-AS1,,,HM13-AS1"
"HMBOX1"	""	"HNF1LA, PBHNF, FLJ21616, HOT1"	""	"HMBOX1,,HNF1LA, PBHNF, FLJ21616, HOT1,"
"HMCES"	"C3orf37"	"DC12, SRAPD1"	""	"HMCES,C3orf37,DC12, SRAPD1,"
"HMCN1"	"ARMD1"	"FBLN6, FIBL6, FIBL-6"	""	"HMCN1,ARMD1,FBLN6, FIBL6, FIBL-6,"
"HMGCS1"	"HMGCS"	""	""	"HMGCS1,HMGCS,,"
"HNF4A"	"TCF14, MODY, MODY1"	"NR2A1, HNF4"	""	"HNF4A,TCF14, MODY, MODY1,NR2A1, HNF4,"
"HNF4A-AS1"	""	"uc002xlx"	"HNF4A-AS1"	"HNF4A-AS1,,uc002xlx,HNF4A-AS1"
"HNF4G"	""	"NR2A2"	""	"HNF4G,,NR2A2,"
"HNRNPL"	"HNRPL"	""	""	"HNRNPL,HNRPL,,"
"HNRNPU"	"HNRPU, HNRNPU-AS1, C1orf199, NCRNA00201"	"SAF-A, FLJ37978, FLJ30202"	""	"HNRNPU,HNRPU, HNRNPU-AS1, C1orf199, NCRNA00201,SAF-A, FLJ37978, FLJ30202,"
"HOMER3"	""	"HOMER-3"	""	"HOMER3,,HOMER-3,"
"HOOK2"	""	"HK2"	""	"HOOK2,,HK2,"
"HOOK3"	""	"HK3"	""	"HOOK3,,HK3,"
"HORMAD1"	""	"DKFZP434A1315, CT46"	""	"HORMAD1,,DKFZP434A1315, CT46,"
"HOXB-AS1"	""	""	""	"HOXB-AS1,,,"
"HOXB1"	"HOX2, HOX2I"	""	""	"HOXB1,HOX2, HOX2I,,"
"HOXB2"	"HOX2, HOX2H"	""	""	"HOXB2,HOX2, HOX2H,,"
"HOXB3"	"HOX2, HOX2G"	""	""	"HOXB3,HOX2, HOX2G,,"
"HOXB4"	"HOX2, HOX2F"	""	""	"HOXB4,HOX2, HOX2F,,"
"HOXB5"	"HOX2, HOX2A"	""	""	"HOXB5,HOX2, HOX2A,,"
"HPCAL1"	""	"BDR1, HLP2, VILIP-3"	""	"HPCAL1,,BDR1, HLP2, VILIP-3,"
"HPCAL4"	""	"HLP4, DKFZp761G122"	""	"HPCAL4,,HLP4, DKFZp761G122,"
"HPN"	""	"TMPRSS1"	""	"HPN,,TMPRSS1,"
"HPN-AS1"	""	""	"HPN-AS1"	"HPN-AS1,,,HPN-AS1"
"HPS3"	""	"SUTAL, BLOC2S1"	""	"HPS3,,SUTAL, BLOC2S1,"
"HPYR1"	""	"HPRG1, NCRNA00027, LINC00027"	"HPYR1"	"HPYR1,,HPRG1, NCRNA00027, LINC00027,HPYR1"
"HR"	"ALUNC"	"AU"	""	"HR,ALUNC,AU,"
"HRG"	""	"HRGP, HPRG"	""	"HRG,,HRGP, HPRG,"
"HRH3"	""	"GPCR97"	""	"HRH3,,GPCR97,"
"HRNR"	""	"S100a18, S100A16, FLG3"	""	"HRNR,,S100a18, S100A16, FLG3,"
"HS6ST2-AS1"	""	""	"HS6ST2-AS1"	"HS6ST2-AS1,,,HS6ST2-AS1"
"HSD3B7"	""	"C(27)-3BETA-HSD, SDR11E3"	""	"HSD3B7,,C(27)-3BETA-HSD, SDR11E3,"
"HSD11B1"	"HSD11B, HSD11"	"SDR26C1"	""	"HSD11B1,HSD11B, HSD11,SDR26C1,"
"HSD17B7"	""	"PRAP, SDR37C1"	""	"HSD17B7,,PRAP, SDR37C1,"
"HSD17B7P2"	""	"HSD17B7, bA291L22.1"	""	"HSD17B7P2,,HSD17B7, bA291L22.1,"
"HSF1"	""	"HSTF1"	""	"HSF1,,HSTF1,"
"HSF2BP"	""	"MEILB2"	""	"HSF2BP,,MEILB2,"
"HSH2D"	""	"ALX, HSH2, FLJ14886"	""	"HSH2D,,ALX, HSH2, FLJ14886,"
"HSPA6"	""	"HSP70B'"	""	"HSPA6,,HSP70B',"
"HSPA7"	""	"HSP70B"	""	"HSPA7,,HSP70B,"
"HSPB6"	""	"FLJ32389, Hsp20, PPP1R91"	""	"HSPB6,,FLJ32389, Hsp20, PPP1R91,"
"HTR3C"	""	""	""	"HTR3C,,,"
"HTR3D"	""	""	""	"HTR3D,,,"
"HTR3E"	""	""	""	"HTR3E,,,"
"HTRA4"	""	"FLJ90724"	""	"HTRA4,,FLJ90724,"
"HYDIN2"	"HYDINP1"	""	""	"HYDIN2,HYDINP1,,"
"HYI"	""	"HT036"	""	"HYI,,HT036,"
"IAH1"	""	""	""	"IAH1,,,"
"IARS2"	""	"FLJ10326"	""	"IARS2,,FLJ10326,"
